substance_a,substance_b,substance_a_norm,substance_b_norm,severity,ansm_codes,mechanism,conduct,source_page
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",ENOXACINE,"theophylline (et, par extrapolation, aminophylline)",enoxacine,critical,CI,Surdosage en théophylline par diminution importante de son métabolisme.,,242
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",ERYTHROMYCINE,"theophylline (et, par extrapolation, aminophylline)",erythromycine,high,ASDEC,"Surdosage en théophylline par diminution de son élimination hépatique, plus particulièrement à risque chez l'enfant.",,243
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",FLUCONAZOLE,"theophylline (et, par extrapolation, aminophylline)",fluconazole,moderate,PE,Augmentation de la théophyllinémie avec risque de surdosage (diminution de la clairance de la théophylline).,"Surveillance clinique et éventuellement de la théophyllinémie ; s'il y a lieu, adaptation de la posologie de la théophylline pendant le traitement par le fluconazole et après son arrêt.",243
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",FLUVOXAMINE,"theophylline (et, par extrapolation, aminophylline)",fluvoxamine,moderate,PE,Augmentation de la théophyllinémie avec signes de surdosage (diminution du métabolisme hépatique de la théophylline).,"Surveillance clinique et éventuellement de la théophyllinémie ; si besoin, adaptation de la posologie de la théophylline pendant le traitement par la fluvoxamine et après son arrêt.",243
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",HALOTHANE,"theophylline (et, par extrapolation, aminophylline)",halothane,high,ASDEC,Troubles du rythme ventriculaire graves par augmentation de l'excitabilité cardiaque.,,243
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",INDUCTEURS ENZYMATIQUES PUISSANTS,"theophylline (et, par extrapolation, aminophylline)",inducteurs enzymatiques puissants,moderate,PE,Diminution des concentrations plasmatiques et de l'efficacité de la théophylline par augmentation de son métabolisme hépatique par l'inducteur.,"Surveillance clinique et, si besoin, de la théophyllinémie. Adaptation éventuelle de la posologie de la théophylline pendant le traitement par l'inducteur et après son arrêt.",243
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",INHIBITEURS DE LA XANTHINE OXYDASE,"theophylline (et, par extrapolation, aminophylline)",inhibiteurs de la xanthine oxydase,moderate,PE,"En cas de posologies élevées de l'inhibiteur, augmentation des concentrations plasmatiques de théophylline par inhibition de son métabolisme.","Surveillance clinique et contrôle de la théophyllinémie jusqu'à deux à trois semaines après la mise en route du traitement par l'inhibiteur ; s'il y a lieu, adaptation de la posologie pendant le traitement par l'association.",243
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",INHIBITEURS DE PROTÉASES BOOSTÉS PAR RITONAVIR,"theophylline (et, par extrapolation, aminophylline)",inhibiteurs de proteases boostes par ritonavir,moderate,PE,"Diminution des concentrations plasmatiques de la théophylline, par augmentation de son métabolisme hépatique.","Surveillance clinique et éventuellement de la théophyllinémie ; s'il y a lieu, adaptation de la posologie de la théophylline pendant le traitement par l'inhibiteur de protéases et après son arrêt.",243
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",JOSAMYCINE,"theophylline (et, par extrapolation, aminophylline)",josamycine,low,APEC,"Risque d'augmentation de la théophyllinémie, particulièrement chez l'enfant.",,243
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",MEXILETINE,"theophylline (et, par extrapolation, aminophylline)",mexiletine,moderate,PE,Augmentation de la théophyllinémie avec risque de surdosage (diminution du métabolisme hépatique de la théophylline).,"Surveillance clinique et éventuellement de la théophyllinémie ; s'il y a lieu, adaptation de la posologie de la théophylline pendant le traitement par la mexilétine et après son arrêt.",243
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",MILLEPERTUIS,"theophylline (et, par extrapolation, aminophylline)",millepertuis,critical,CI,"Diminution des concentrations plasmatiques de la théophylline, en raison de l'effet inducteur enzymatique du millepertuis, avec risque de baisse d'efficacité voire d'annulation de l'effet dont les conséquences peuvent être éventuellement graves (survenue d'un trouble ventilatoire obstructif).","En cas d'association fortuite, ne pas interrompre brutalement la prise de millepertuis mais contrôler les concentrations plasmatiques (ou l'efficacité) du médicament associé avant puis après l'arrêt du millepertuis.",243
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",NORFLOXACINE,"theophylline (et, par extrapolation, aminophylline)",norfloxacine,moderate,PE,Augmentation de la théophyllinémie avec risque de surdosage (diminution du métabolisme de la théophylline).,Surveillance clinique et éventuellement de la théophyllinémie.,243
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",PEFLOXACINE,"theophylline (et, par extrapolation, aminophylline)",pefloxacine,moderate,PE,Augmentation de la théophyllinémie avec risque de surdosage (diminution du métabolisme de la théophylline).,Surveillance clinique et éventuellement de la théophyllinémie.,243
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",PENTOXIFYLLINE,"theophylline (et, par extrapolation, aminophylline)",pentoxifylline,moderate,PE,Augmentation de la théophyllinémie avec risque de surdosage (compétition au niveau du métabolisme hépatique de la théophylline).,"Surveillance clinique et éventuellement de la théophyllinémie ; s'il y a lieu, adaptation de la posologie de la théophylline pendant le traitement par la pentoxifylline et après son arrêt.",243
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",RIFAMPICINE,"theophylline (et, par extrapolation, aminophylline)",rifampicine,moderate,PE,Diminution des concentrations plasmatiques et de l'efficacité de la théophylline (augmentation de son métabolisme par induction enzymatique).,"Surveillance clinique et, si besoin, de la théophyllinémie. Adapter, s'il y a lieu, la posologie de la théophylline pendant le traitement par la rifampicine et après son arrêt.",243
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",ROXITHROMYCINE,"theophylline (et, par extrapolation, aminophylline)",roxithromycine,low,APEC,"Risque d'augmentation de la théophyllinémie, particulièrement chez l'enfant.",,244
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",STIRIPENTOL,"theophylline (et, par extrapolation, aminophylline)",stiripentol,moderate,PE,"Augmentation possible de la théophyllinémie, avec risque de surdosage, par inhibition de son métabolisme hépatique.","Surveillance clinique, dosage plasmatique et adaptation éventuelle de la posologie de théophylline.",244
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",TIABENDAZOLE,"theophylline (et, par extrapolation, aminophylline)",tiabendazole,moderate,PE,"Augmentation de la théophyllinémie avec risque de surdosage, par diminution du métabolisme hépatique de la théophylline.","Surveillance clinique et éventuellement de la théophyllinémie ; s'il y a lieu, adaptation de la posologie de la théophylline pendant le traitement (et après son arrêt, dans le cas où l'anthelminthique est prescrit pour une durée excédant 48 heures).",244
"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",TICLOPIDINE,"theophylline (et, par extrapolation, aminophylline)",ticlopidine,moderate,PE,Augmentation de la théophyllinémie avec risque de surdosage (diminution de la clairance plasmatique de la théophylline).,"Surveillance clinique et éventuellement de la théophyllinémie ; s'il y a lieu, adaptation de la posologie de la théophylline pendant le traitement par la ticlopidine et après son arrêt.",244
THROMBOLYTIQUES,ANTIAGRÉGANTS PLAQUETTAIRES,thrombolytiques,antiagregants plaquettaires,low,APEC,Augmentation du risque hémorragique.,,244
THROMBOLYTIQUES,ANTICOAGULANTS ORAUX,thrombolytiques,anticoagulants oraux,low,APEC,Augmentation du risque hémorragique.,,244
THROMBOLYTIQUES,DÉFIBROTIDE,thrombolytiques,defibrotide,critical,CI,Risque hémorragique accru.,,244
THROMBOLYTIQUES,HÉPARINES (DOSES CURATIVES ET/OU SUJET ÂGÉ),thrombolytiques,heparines (doses curatives et/ou sujet age),low,APEC,Augmentation du risque hémorragique.,,244
TIABENDAZOLE,"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",tiabendazole,"theophylline (et, par extrapolation, aminophylline)",moderate,PE,"Augmentation de la théophyllinémie avec risque de surdosage, par diminution du métabolisme hépatique de la théophylline.","Surveillance clinique et éventuellement de la théophyllinémie ; s'il y a lieu, adaptation de la posologie de la théophylline pendant le traitement (et après son arrêt, dans le cas où l'anthelminthique est prescrit pour une durée excédant 48 heures).",244
TIAGABINE,INDUCTEURS ENZYMATIQUES PUISSANTS,tiagabine,inducteurs enzymatiques puissants,moderate,PE,Diminution des concentrations plasmatiques de la tiagabine par augmentation de son métabolisme hépatique par l'inducteur.,Une augmentation de la posologie de tiagabine peut s'avérer nécessaire en cas d'association à un anticonvulsivant inducteur enzymatique.,244
TIAGABINE,RIFAMPICINE,tiagabine,rifampicine,moderate,PE,Diminution des concentrations plasmatiques de la tiagabine par augmentation de son métabolisme hépatique.,Une augmentation de la posologie de la tiagabine peut s’avérer nécessaire en cas d’association à la rifampicine.,244
TIANEPTINE,IMAO IRRÉVERSIBLES,tianeptine,imao irreversibles,high,ASDEC,"Risque de collapsus, hypertension paroxystique, hyperthermie, convulsions, décès.",,244
TIBOLONE,ANTIVITAMINES K,tibolone,antivitamines k,moderate,PE,Augmentation de l'effet de l'antivitamine K et du risque hémorragique.,Contrôle plus fréquent de l'INR. Adaptation éventuelle de la posologie de l'antivitamine K pendant le traitement par la tibolone et après son arrêt.,245
TICAGRELOR,ACIDE ACETYLSALICYLIQUE,ticagrelor,acide acetylsalicylique,high,ASDEC;PE,Majoration du risque hémorragique par addition des activités antiagrégantes plaquettaires.,Association déconseillée : - en dehors des indications validées pour cette association dans les syndromes coronariens aigus. Précaution d'emploi : - dans les indications validées pour cette association dans les syndromes coronariens aigus. Surveillance clinique.,245
TICAGRELOR,DABIGATRAN,ticagrelor,dabigatran,low,APEC,"Augmentation des concentrations plasmatiques de dabigatran, avec majoration du risque de saignement.",,245
TICAGRELOR,DILTIAZEM,ticagrelor,diltiazem,low,APEC,Risque d’augmentation des concentrations plasmatiques de ticagrelor par diminution de son métabolisme hépatique.,,245
TICAGRELOR,INDUCTEURS ENZYMATIQUES PUISSANTS,ticagrelor,inducteurs enzymatiques puissants,high,ASDEC,"Diminution importante des concentrations plasmatiques de ticagrelor par augmentation de son métabolisme hépatique par l'inducteur enzymatique, avec risque de diminution de l’effet thérapeutique.",,245
TICAGRELOR,INHIBITEURS PUISSANTS DU CYP3A4,ticagrelor,inhibiteurs puissants du cyp3a4,critical,CI,Augmentation des concentrations plasmatiques de ticagrelor par diminution de son métabolisme hépatique par l’inhibiteur.,,245
TICAGRELOR,MILLEPERTUIS,ticagrelor,millepertuis,critical,CI,"Risque de diminution importante des concentrations plasmatiques de ticagrelor par augmentation de son métabolisme hépatique par le millepertuis, avec diminution de son effet thérapeutique.",,245
TICAGRELOR,OMBITASVIR + PARITAPRÉVIR,ticagrelor,ombitasvir + paritaprevir,critical,CI,Augmentation des concentrations plasmatiques du ticagrélor par diminution de son métabolisme hépatique par la bithérapie.,,245
TICAGRELOR,PAMPLEMOUSSE (JUS ET FRUIT),ticagrelor,pamplemousse (jus et fruit),high,ASDEC,"Doublement des concentrations plasmatiques de l'antiagrégant, avec risque de majoration des effets indésirables, notamment hémorragiques.",,245
TICAGRELOR,RIFAMPICINE,ticagrelor,rifampicine,high,ASDEC,"Diminution importante des concentrations plasmatiques de ticagrelor par augmentation de son métabolisme hépatique par la rifampicine, avec risque de diminution de l’effet thérapeutique.",,245
TICAGRELOR,VERAPAMIL,ticagrelor,verapamil,low,APEC,Risque d’augmentation des concentrations plasmatiques de ticagrelor par diminution de son métabolisme hépatique.,,245
TICLOPIDINE,ACIDE ACETYLSALICYLIQUE,ticlopidine,acide acetylsalicylique,high,ASDEC,Majoration du risque hémorragique par addition des activités antiagrégantes plaquettaires.,"Si l’association ne peut être évitée, surveillance clinique étroite.",245
TICLOPIDINE,CICLOSPORINE,ticlopidine,ciclosporine,moderate,PE,Diminution des concentrations sanguines de ciclosporine.,Augmentation de la posologie de la ciclosporine sous contrôle des concentrations sanguines. Réduction de la posologie en cas d'arrêt de la ticlopidine.,246
TICLOPIDINE,KETAMINE,ticlopidine,ketamine,low,APEC,Augmentation des concentrations plasmatiques de kétamine par diminution de son métabolisme par la ticlopidine.,,246
TICLOPIDINE,"PHÉNYTOÏNE (ET, PAR EXTRAPOLATION, FOSPHÉNYTOÏNE)",ticlopidine,"phenytoine (et, par extrapolation, fosphenytoine)",moderate,PE,Augmentation des concentrations plasmatiques de phénytoïne avec signes de surdosage (inhibition du métabolisme de la,Surveillance clinique et contrôle des concentrations plasmatiques de phénytoïne.,246
TICLOPIDINE,"THÉOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)",ticlopidine,"theophylline (et, par extrapolation, aminophylline)",moderate,PE,Augmentation de la théophyllinémie avec risque de surdosage (diminution de la clairance plasmatique de la théophylline).,"Surveillance clinique et éventuellement de la théophyllinémie ; s'il y a lieu, adaptation de la posologie de la théophylline pendant le traitement par la ticlopidine et après son arrêt.",246
TIGECYCLINE,CICLOSPORINE,tigecycline,ciclosporine,moderate,PE,"Augmentation des concentrations sanguines de l’immunosuppresseur, avec risque d'effets néphrotoxiques.","Dosage des concentrations sanguines de l’immunosuppresseur, contrôle de la fonction rénale et adaptation de la posologie pendant le traitement par la tigécycline.",246
TIGECYCLINE,TACROLIMUS,tigecycline,tacrolimus,moderate,PE,"Augmentation des concentrations sanguines de l’immunosuppresseur, avec risque d'effets néphrotoxiques.","Dosage des concentrations sanguines de l’immunosuppresseur, contrôle de la fonction rénale et adaptation de la posologie pendant le traitement par la tigécycline.",246
TOLVAPTAN,AMIODARONE,tolvaptan,amiodarone,moderate,PE,"Augmentation des concentrations de tolvaptan, avec risque de majoration importante des effets indésirables, notamment diurèse importante, déshydratation, insuffisance rénale aiguë.",Réduire la posologie de tolvaptan de moitié.,246
TOLVAPTAN,DILTIAZEM,tolvaptan,diltiazem,moderate,PE,"Augmentation des concentrations de tolvaptan, avec risque de majoration importante des effets indésirables, notamment diurèse importante, déshydratation, insuffisance rénale aiguë.",Réduire la posologie de tolvaptan de moitié.,246
